Train Name,Train Number,Year,Month,Food Item,Region,Quantity Sold,Total Sale
Rajdhani Express,22119,2022,9,Shikanji,Nagpur,49,9357.17
Jan Shatabdi Express,22119,2022,5,Bhutta,Nagpur,11,8034
Humsafar Express,12001,2022,11,Tea,Pune,89,6824.65
Sampark Kranti,12051,2023,1,Falooda,Bangalore,66,8236.31
Jan Shatabdi Express,12001,2023,5,Lassi,Bhubaneswar,56,3876.5
Vande Bharat Express,12595,2023,11,Bhutta,Bangalore,45,6754.33
Vande Bharat Express,12909,2021,1,Sugarcane Juice,Amritsar,13,2000.56
Duronto Express,22119,2022,10,Thukpa,Ahmedabad,84,9676.36
Tejas Express,22439,2021,12,Jalebi,Kochi,33,5835.49
Vande Bharat Express,12001,2023,9,Ice Cream,Bhubaneswar,91,8003.75
Vande Bharat Express,22119,2021,4,Juice,Kochi,100,4087.04
Rajdhani Express,12909,2022,9,Jalebi,Pune,71,7468.09
Duronto Express,12909,2022,2,Coffee,Bhubaneswar,11,3894.96
Jan Shatabdi Express,22439,2023,7,Hot Chocolate,Ahmedabad,24,5845.34
Tejas Express,12301,2023,12,Shikanji,Bangalore,84,7656.23
Shatabdi Express,12595,2021,2,Hot Chocolate,Chennai,100,1287.23
Sampark Kranti,12001,2023,12,Coconut Water,Mumbai,58,3600.42
Suvidha Express,12917,2021,4,Bhutta,Amritsar,96,5411.52
Humsafar Express,12001,2022,6,Momo,Ahmedabad,44,3381.07
Vande Bharat Express,12301,2022,2,Coconut Water,Bhopal,56,3142.06
Duronto Express,82355,2022,2,Samosa,Raipur,33,2877.32
Suvidha Express,12201,2022,2,Shikanji,Ahmedabad,92,2358.75
Humsafar Express,12051,2022,3,Shikanji,Bangalore,69,8337.45
Humsafar Express,12301,2021,5,Lemonade,Chennai,86,9057.31
Shatabdi Express,12909,2022,9,Vada Pav,Chandigarh,57,6905.76
Shatabdi Express,12917,2021,6,Shikanji,Bangalore,32,454.85
Shatabdi Express,12051,2022,12,Aam Panna,Kolkata,21,7734.19
Garib Rath,22119,2021,9,Aam Panna,Kolkata,50,5286.42
Garib Rath,12001,2021,10,Kachori,Shimla,38,7463.48
Humsafar Express,12051,2021,5,Jhalmuri,Mumbai,79,4375.8
Shatabdi Express,22119,2023,11,Falooda,Shimla,60,563.45
Rajdhani Express,12201,2021,6,Sugarcane Juice,Raipur,32,6728.41
Vande Bharat Express,22119,2021,10,Samosa,Bangalore,40,4441.16
Suvidha Express,12917,2022,12,Aam Panna,Guwahati,30,8579.43
Suvidha Express,12909,2021,8,Coffee,Kolkata,33,7271.23
Garib Rath,12301,2021,3,Soup,Nagpur,81,3627.14
Humsafar Express,22439,2023,2,Chilled Water,Chandigarh,18,7135.93
Duronto Express,12301,2022,3,Tea,Nagpur,31,4932.85
Jan Shatabdi Express,12301,2023,9,Shikanji,Raipur,13,2085.88
Jan Shatabdi Express,22119,2023,6,Bhajji,Bhopal,86,4207.81
Garib Rath,12001,2023,10,Bhajji,Mumbai,12,2308.42
Duronto Express,12051,2021,12,Momo,Bhopal,37,213.98
Garib Rath,22439,2023,4,Bhutta,Bhopal,99,2541.68
Jan Shatabdi Express,22439,2023,10,Soup,Kolkata,24,2182.89
Duronto Express,12051,2022,3,Hot Chocolate,Bangalore,17,207.83
Shatabdi Express,12051,2022,2,Chai,Bhubaneswar,57,7711.97
Humsafar Express,12909,2022,4,Jalebi,Kochi,97,907.12
Suvidha Express,12917,2022,9,Thukpa,Raipur,61,4488.62
Rajdhani Express,12201,2023,4,Jhalmuri,Kolkata,64,4188.53
Tejas Express,12917,2022,12,Momo,Amritsar,46,1912.27
Humsafar Express,12051,2021,5,Kachori,Ahmedabad,13,9472.94
Shatabdi Express,12001,2023,8,Aam Panna,Kochi,64,5977.49
Jan Shatabdi Express,12595,2022,2,Aam Panna,Bangalore,21,7996.78
Shatabdi Express,12595,2023,12,Chilled Water,Amritsar,28,4941.82
Garib Rath,12201,2022,11,Soup,Bhopal,88,7123.71
Duronto Express,12051,2023,3,Samosa,Chennai,66,9500.96
Suvidha Express,12595,2022,6,Thukpa,Bhubaneswar,46,3519.75
Vande Bharat Express,12201,2021,12,Lassi,Pune,85,5020.01
Garib Rath,22439,2022,7,Bhajji,Mumbai,92,5118.9
Humsafar Express,12201,2023,4,Hot Chocolate,Bangalore,16,9714.8
Garib Rath,22439,2023,1,Aam Panna,Bhubaneswar,64,2409.84
Humsafar Express,12909,2021,7,Momo,Bhubaneswar,37,6666.44
Vande Bharat Express,12595,2023,12,Tea,Chennai,46,1496.65
Sampark Kranti,12201,2021,9,Aam Panna,Shimla,93,9089.89
Suvidha Express,12201,2023,1,Shikanji,Chandigarh,70,5848.97
Rajdhani Express,12201,2023,1,Pakora,Bhopal,84,8438.59
Rajdhani Express,12001,2021,1,Jhalmuri,Nagpur,48,8783.48
Tejas Express,12201,2023,10,Coffee,Ahmedabad,32,5528.7
Shatabdi Express,12001,2023,7,Coffee,Bhubaneswar,61,6730.93
Sampark Kranti,12301,2021,11,Aam Panna,Chennai,93,6891.81
Rajdhani Express,12909,2022,9,Ice Cream,Raipur,93,4598.57
Garib Rath,12301,2021,3,Lassi,Pune,20,4351.74
Shatabdi Express,82355,2023,8,Lemonade,Bangalore,75,1958.29
Sampark Kranti,12301,2022,9,Chai,Bhubaneswar,22,3861.56
Duronto Express,12051,2022,3,Chilled Water,Nagpur,86,9702.89
Duronto Express,22439,2022,12,Lassi,Kolkata,50,2763.71
Shatabdi Express,12051,2021,12,Soup,Pune,58,7505.17
Humsafar Express,12917,2022,3,Ice Cream,Chandigarh,24,737.35
Humsafar Express,12301,2022,1,Lassi,Pune,65,4665.83
Garib Rath,12595,2022,2,Sugarcane Juice,Pune,63,728.32
Sampark Kranti,22119,2023,7,Jalebi,Raipur,40,4746.03
Sampark Kranti,12301,2021,3,Falooda,Chandigarh,70,431.29
Shatabdi Express,12909,2021,7,Coffee,Kolkata,67,6069.52
Jan Shatabdi Express,12301,2023,5,Jhalmuri,Chandigarh,96,5811.69
Duronto Express,12001,2022,10,Jalebi,Nagpur,69,7845.94
Sampark Kranti,12917,2023,8,Bhutta,Nagpur,62,5780.66
Shatabdi Express,12201,2023,5,Soup,Mumbai,95,9079.54
Vande Bharat Express,12917,2022,3,Hot Chocolate,Shimla,70,7704.07
Tejas Express,12917,2022,9,Lemonade,Kochi,89,1443
Vande Bharat Express,22439,2021,7,Chai,Bangalore,51,2721.47
Suvidha Express,22119,2022,5,Kachori,Amritsar,38,418.57
Garib Rath,12917,2023,7,Jalebi,Chennai,93,3882.92
Sampark Kranti,22439,2023,11,Chai,Raipur,36,5070.76
Suvidha Express,12201,2022,10,Coconut Water,Shimla,53,9271.55
Rajdhani Express,12051,2021,9,Bhutta,Pune,14,5193.31
Suvidha Express,12201,2023,5,Jalebi,Mumbai,61,7684.08
Shatabdi Express,12595,2022,7,Chai,Kochi,62,2746.02
Sampark Kranti,12917,2021,11,Thukpa,Bhubaneswar,61,1640.35
Tejas Express,12917,2021,9,Jalebi,Bhubaneswar,47,7971.01
Shatabdi Express,12051,2023,1,Ice Cream,Nagpur,53,2547.74
Shatabdi Express,12909,2023,4,Aam Panna,Shimla,62,8553.36
Garib Rath,12917,2021,1,Sugarcane Juice,Bhopal,11,1801.02
Garib Rath,22119,2021,8,Jhalmuri,Shimla,63,8363.26
Duronto Express,82355,2021,3,Falooda,Mumbai,93,7605.34
Duronto Express,12917,2022,2,Sugarcane Juice,Guwahati,86,6049.56
Humsafar Express,82355,2023,4,Hot Chocolate,Raipur,99,8350.12
Jan Shatabdi Express,12201,2021,11,Coffee,Shimla,44,3349.42
Sampark Kranti,12301,2023,3,Jalebi,Chandigarh,55,1764.29
Sampark Kranti,12909,2023,11,Juice,Pune,81,1677.72
Suvidha Express,22439,2023,5,Sugarcane Juice,Chandigarh,88,2768.5
Sampark Kranti,12001,2021,8,Chai,Pune,64,4461.36
Sampark Kranti,12909,2022,10,Bhajji,Nagpur,81,8598.48
Jan Shatabdi Express,12001,2021,8,Chai,Bhubaneswar,20,1027.93
Rajdhani Express,12201,2023,11,Juice,Kochi,38,8976
Duronto Express,12909,2021,7,Sugarcane Juice,Ahmedabad,78,9074.69
Duronto Express,22439,2021,8,Bhajji,Pune,72,7166.3
Tejas Express,12001,2023,5,Coffee,Bangalore,56,8832.01
Sampark Kranti,12051,2023,10,Coconut Water,Mumbai,16,7577.8
Jan Shatabdi Express,22119,2021,10,Lassi,Raipur,73,5251.39
Duronto Express,12909,2021,11,Bhutta,Kolkata,91,5948.77
Jan Shatabdi Express,12201,2021,12,Bhutta,Amritsar,73,6213.23
Vande Bharat Express,12917,2021,11,Jhalmuri,Guwahati,21,1387.53
Rajdhani Express,22439,2022,6,Coconut Water,Guwahati,21,2024.38
Sampark Kranti,12001,2021,8,Sugarcane Juice,Chennai,45,5203.91
Tejas Express,12001,2022,1,Jalebi,Pune,38,1275.24
Suvidha Express,22119,2023,6,Shikanji,Guwahati,20,9454.76
Duronto Express,12001,2022,6,Ice Cream,Amritsar,62,5047.58
Vande Bharat Express,82355,2023,11,Kachori,Chandigarh,79,3824.71
Jan Shatabdi Express,12595,2022,5,Bhajji,Bhubaneswar,94,1682.53
Garib Rath,82355,2023,4,Jhalmuri,Shimla,83,4175.54
Shatabdi Express,12001,2021,1,Jalebi,Bangalore,56,3077.17
Sampark Kranti,22439,2022,11,Juice,Shimla,42,1012.45
Sampark Kranti,12909,2022,10,Bhajji,Nagpur,90,9474.26
Vande Bharat Express,12201,2023,11,Coconut Water,Guwahati,76,2716.7
Jan Shatabdi Express,12917,2023,8,Pakora,Kolkata,52,6812.39
Humsafar Express,12909,2022,6,Pakora,Mumbai,27,1045.13
Sampark Kranti,12051,2023,3,Kachori,Kochi,83,8956.04
Humsafar Express,12909,2021,12,Chilled Water,Bangalore,62,5852.52
Garib Rath,12909,2022,3,Chilled Water,Pune,48,6488.99
Vande Bharat Express,12201,2021,12,Jalebi,Chennai,81,7691.36
Jan Shatabdi Express,22119,2022,6,Vada Pav,Pune,43,5998.49
Jan Shatabdi Express,12001,2021,12,Soup,Guwahati,46,848.62
Rajdhani Express,22119,2022,7,Chilled Water,Raipur,50,4301.15
Shatabdi Express,12051,2023,8,Lassi,Chandigarh,58,2688.32
Duronto Express,12301,2022,5,Pakora,Raipur,19,4851.11
Duronto Express,12917,2021,10,Bhutta,Shimla,49,4058.03
Suvidha Express,82355,2022,6,Falooda,Ahmedabad,27,8122.11
Tejas Express,12917,2021,12,Kachori,Bhopal,34,2544.11
Vande Bharat Express,12001,2021,1,Jalebi,Pune,50,2103.76
Garib Rath,12917,2021,6,Lemonade,Kochi,45,9388.41
Jan Shatabdi Express,12595,2023,9,Jhalmuri,Raipur,11,9305.92
Shatabdi Express,82355,2022,10,Thukpa,Kolkata,92,9728.96
Humsafar Express,12051,2021,4,Coconut Water,Mumbai,83,5637.19
Vande Bharat Express,12001,2023,10,Sugarcane Juice,Chennai,58,1255.18
Suvidha Express,22439,2021,1,Hot Chocolate,Nagpur,76,8638.38
Vande Bharat Express,12051,2022,11,Juice,Bhopal,62,1562.92
Suvidha Express,12595,2023,9,Coconut Water,Mumbai,28,1663.8
Jan Shatabdi Express,82355,2021,4,Pakora,Bangalore,35,2027.68
Tejas Express,12201,2021,2,Sugarcane Juice,Pune,63,6455.75
Suvidha Express,12595,2021,1,Coconut Water,Ahmedabad,60,1197.95
Jan Shatabdi Express,12051,2022,3,Falooda,Raipur,34,7657.65
Jan Shatabdi Express,12001,2023,7,Ice Cream,Nagpur,26,726.8
Tejas Express,12301,2023,11,Sugarcane Juice,Mumbai,83,1229.21
Duronto Express,12001,2023,10,Bhutta,Mumbai,70,4348.36
Vande Bharat Express,82355,2021,2,Pakora,Raipur,55,3815.9
Sampark Kranti,12301,2023,9,Lemonade,Ahmedabad,64,9692.79
Sampark Kranti,22119,2021,12,Thukpa,Bhopal,59,9472.9
Humsafar Express,82355,2022,11,Chilled Water,Mumbai,84,1991.92
Humsafar Express,82355,2023,2,Thukpa,Nagpur,20,9278.47
Sampark Kranti,12595,2021,5,Lassi,Raipur,21,6829.64
Garib Rath,12001,2023,8,Pakora,Bhubaneswar,49,4101.51
Sampark Kranti,12051,2023,12,Sugarcane Juice,Kochi,57,7285.6
Humsafar Express,12201,2022,10,Bhutta,Mumbai,65,8830.64
Shatabdi Express,12917,2023,8,Juice,Raipur,17,1900.08
Humsafar Express,12909,2022,3,Juice,Mumbai,97,2052.58
Garib Rath,12201,2023,2,Lemonade,Pune,23,4100.34
Vande Bharat Express,12917,2023,9,Soup,Mumbai,96,1794.88
Sampark Kranti,22119,2023,3,Samosa,Chandigarh,65,3635.19
Tejas Express,12051,2023,8,Sugarcane Juice,Nagpur,63,6381.36
Shatabdi Express,12001,2023,2,Coffee,Shimla,26,7990.09
Jan Shatabdi Express,22439,2023,3,Sugarcane Juice,Raipur,54,3072.44
Garib Rath,82355,2022,1,Lemonade,Bhubaneswar,14,2877.96
Humsafar Express,12201,2022,11,Samosa,Pune,12,7671.71
Tejas Express,12917,2021,6,Falooda,Chennai,18,3833.75
Suvidha Express,22439,2023,7,Pakora,Mumbai,93,8044.54
Duronto Express,12201,2022,4,Hot Chocolate,Bangalore,29,9728.14
Sampark Kranti,12051,2023,1,Thukpa,Bhubaneswar,92,9596.16
Duronto Express,12001,2023,3,Thukpa,Ahmedabad,30,6544.96
Garib Rath,12301,2022,9,Shikanji,Amritsar,89,3777.8
Suvidha Express,12201,2023,5,Sugarcane Juice,Ahmedabad,42,796.47
Suvidha Express,12201,2022,6,Coconut Water,Chandigarh,14,7270.3
Suvidha Express,12001,2022,4,Bhajji,Amritsar,33,9579.78
Jan Shatabdi Express,22119,2021,1,Lemonade,Kolkata,72,820.48
Garib Rath,12595,2021,5,Hot Chocolate,Shimla,88,225.45
Vande Bharat Express,12201,2021,5,Jalebi,Bhubaneswar,35,8172.57
Duronto Express,12001,2021,5,Coconut Water,Bangalore,98,1150.4
Vande Bharat Express,12595,2023,6,Momo,Bangalore,42,951.76
Tejas Express,12001,2023,11,Bhajji,Amritsar,27,8928.77
Rajdhani Express,12001,2021,2,Coffee,Nagpur,27,931.91
Shatabdi Express,22119,2022,1,Sugarcane Juice,Bhopal,47,1263.59
Shatabdi Express,12001,2022,2,Aam Panna,Kochi,42,5648.67
Vande Bharat Express,12051,2022,10,Aam Panna,Nagpur,36,7451.01
Rajdhani Express,12201,2022,6,Lassi,Pune,58,4012.27
Rajdhani Express,12917,2023,5,Tea,Mumbai,59,4214.58
Sampark Kranti,12917,2022,5,Bhajji,Chandigarh,24,6255.6
Tejas Express,12917,2022,12,Aam Panna,Ahmedabad,86,5031.19
Garib Rath,12001,2021,12,Samosa,Chennai,61,345.39
Rajdhani Express,22439,2022,6,Juice,Chandigarh,77,1259.41
Humsafar Express,12595,2023,10,Samosa,Kolkata,28,5764.43
Shatabdi Express,12595,2022,7,Soup,Guwahati,34,7805.7
Humsafar Express,12001,2022,9,Samosa,Mumbai,85,7511.54
Tejas Express,12051,2023,7,Coconut Water,Chandigarh,85,7289.7
Rajdhani Express,12051,2021,2,Coconut Water,Shimla,34,7590.18
Duronto Express,82355,2023,6,Tea,Amritsar,42,593.88
Shatabdi Express,12001,2021,9,Juice,Nagpur,69,8782.13
Sampark Kranti,12909,2022,7,Kachori,Kolkata,46,8726.12
Sampark Kranti,22119,2021,2,Tea,Bhopal,52,5286.26
Suvidha Express,12917,2021,3,Samosa,Nagpur,18,2558.99
Jan Shatabdi Express,22119,2021,8,Samosa,Kolkata,23,5866.26
Rajdhani Express,12917,2022,11,Aam Panna,Pune,12,5536.17
Tejas Express,12301,2021,9,Pakora,Shimla,78,2312.22
Shatabdi Express,12301,2021,4,Sugarcane Juice,Nagpur,65,5971.68
Jan Shatabdi Express,12001,2022,9,Momo,Ahmedabad,35,7840.66
Tejas Express,12301,2023,2,Pakora,Pune,62,7925.49
Vande Bharat Express,22439,2023,11,Falooda,Nagpur,50,740.72
Rajdhani Express,82355,2023,5,Soup,Kochi,91,2063.93
Garib Rath,12051,2022,11,Hot Chocolate,Shimla,30,6598.25
Garib Rath,22439,2022,2,Soup,Mumbai,48,8442.63
Rajdhani Express,22119,2023,11,Jhalmuri,Chennai,89,5183.2
Suvidha Express,22119,2021,1,Aam Panna,Shimla,32,6976.57
Suvidha Express,12301,2023,5,Momo,Pune,83,368.91
Garib Rath,12051,2022,2,Chai,Mumbai,67,6022.6
Duronto Express,82355,2021,7,Momo,Chennai,78,9425.21
Shatabdi Express,12917,2021,8,Ice Cream,Chennai,84,6528.86
Garib Rath,22439,2022,2,Hot Chocolate,Chennai,38,9043.7
Duronto Express,82355,2021,7,Kachori,Kochi,71,5614.36
Jan Shatabdi Express,12201,2023,4,Bhajji,Ahmedabad,62,8284.26
Duronto Express,12595,2022,1,Sugarcane Juice,Guwahati,54,1361.24
Jan Shatabdi Express,12301,2022,11,Bhutta,Pune,36,1354.99
Tejas Express,12917,2022,3,Pakora,Chandigarh,43,1322.9
Humsafar Express,12201,2022,11,Chilled Water,Mumbai,23,4871.64
Tejas Express,12917,2021,12,Jalebi,Nagpur,50,3345.12
Garib Rath,12917,2022,1,Lemonade,Shimla,83,7088.8
Jan Shatabdi Express,12301,2022,5,Bhutta,Kolkata,69,8854.52
Garib Rath,12917,2021,8,Falooda,Chandigarh,51,6128.05
Rajdhani Express,82355,2022,1,Samosa,Chennai,60,2218.4
Shatabdi Express,82355,2021,9,Juice,Chennai,84,9126.5
Sampark Kranti,12201,2021,3,Pakora,Ahmedabad,20,5247.12
Garib Rath,22119,2022,5,Bhajji,Raipur,44,7096.12
Shatabdi Express,12051,2023,9,Hot Chocolate,Bangalore,28,8737.89
Duronto Express,22439,2022,5,Hot Chocolate,Bhubaneswar,97,9693.98
Tejas Express,22439,2023,9,Bhutta,Shimla,74,5037.34
Duronto Express,12909,2021,10,Coffee,Pune,85,7944.31
Sampark Kranti,12301,2023,8,Thukpa,Bangalore,70,5622.62
Jan Shatabdi Express,12001,2022,7,Vada Pav,Raipur,56,4848.58
Rajdhani Express,12001,2022,11,Hot Chocolate,Chandigarh,23,5341.98
Shatabdi Express,12201,2023,1,Samosa,Kochi,76,4827.61
Rajdhani Express,12917,2022,4,Samosa,Nagpur,61,4218.8
Humsafar Express,12917,2023,9,Jhalmuri,Mumbai,41,7132.46
Garib Rath,12301,2021,10,Coconut Water,Pune,89,2569.4
Jan Shatabdi Express,12595,2023,8,Jhalmuri,Guwahati,19,6099.23
Humsafar Express,22119,2023,4,Falooda,Bhopal,26,7028.88
Vande Bharat Express,12909,2023,12,Pakora,Pune,49,8753.15
Garib Rath,82355,2023,1,Pakora,Amritsar,77,3360.66
Duronto Express,12917,2021,10,Pakora,Bhopal,72,8450.02
Tejas Express,12909,2021,4,Chilled Water,Guwahati,24,9265.24
Shatabdi Express,22439,2021,3,Jalebi,Kochi,48,6410.13
Sampark Kranti,12595,2023,6,Samosa,Bhubaneswar,66,7591.72
Sampark Kranti,82355,2021,11,Falooda,Bhubaneswar,19,4071.33
Duronto Express,12301,2022,5,Pakora,Bhopal,80,9331.13
Suvidha Express,12909,2021,5,Samosa,Guwahati,26,6623.64
Sampark Kranti,12201,2023,2,Sugarcane Juice,Mumbai,85,3151.58
Shatabdi Express,82355,2022,12,Vada Pav,Pune,26,4057.41
Duronto Express,12301,2023,3,Aam Panna,Chennai,25,6112.46
Jan Shatabdi Express,12001,2022,11,Momo,Bhopal,87,2419.81
Sampark Kranti,12301,2023,6,Samosa,Nagpur,12,7423.09
Rajdhani Express,12301,2023,2,Juice,Nagpur,60,2328.91
Duronto Express,82355,2022,4,Thukpa,Amritsar,55,5862.51
Shatabdi Express,12595,2021,2,Soup,Nagpur,64,6875.31
Rajdhani Express,82355,2022,9,Jalebi,Chennai,35,8441.82
Garib Rath,12051,2022,3,Aam Panna,Ahmedabad,85,7230.44
Garib Rath,22119,2022,10,Chilled Water,Chennai,40,7855.39
Sampark Kranti,12595,2022,10,Kachori,Shimla,90,8953.76
Rajdhani Express,12201,2022,6,Pakora,Chennai,81,5920.1
Tejas Express,12595,2023,1,Pakora,Chennai,28,8312.19
Garib Rath,22439,2023,11,Lemonade,Chandigarh,99,2398.03
Tejas Express,12201,2021,10,Tea,Bangalore,77,8008.52
Jan Shatabdi Express,12001,2021,3,Kachori,Amritsar,24,2299.99
Duronto Express,82355,2022,8,Shikanji,Mumbai,67,9162.62
Humsafar Express,12301,2021,5,Hot Chocolate,Chandigarh,87,3342.33
Shatabdi Express,82355,2021,8,Bhajji,Nagpur,39,1820.15
Duronto Express,22439,2022,2,Coconut Water,Pune,57,1592.32
Shatabdi Express,12909,2023,7,Samosa,Kochi,65,1968.72
Rajdhani Express,22439,2023,9,Ice Cream,Ahmedabad,51,4474
Jan Shatabdi Express,12051,2021,7,Sugarcane Juice,Bangalore,33,5192.18
Vande Bharat Express,12301,2023,3,Falooda,Guwahati,61,8961.98
Sampark Kranti,12301,2023,7,Jalebi,Kochi,52,3833.64
Shatabdi Express,12917,2021,8,Chilled Water,Pune,43,2259.52
Shatabdi Express,12909,2022,1,Chilled Water,Kochi,69,7325.94
Rajdhani Express,12917,2021,3,Jhalmuri,Kochi,92,1462.23
Tejas Express,12001,2021,5,Chilled Water,Amritsar,12,8755
Duronto Express,22119,2021,12,Kachori,Ahmedabad,77,4106.87
Vande Bharat Express,22119,2022,6,Jhalmuri,Shimla,20,6074.78
Suvidha Express,82355,2022,3,Chai,Kolkata,22,1958.25
Sampark Kranti,22119,2022,4,Juice,Pune,59,1566.91
Humsafar Express,12301,2022,5,Aam Panna,Shimla,91,7855.53
Suvidha Express,22439,2021,3,Hot Chocolate,Raipur,28,4302.3
Duronto Express,12909,2023,4,Coffee,Shimla,53,9664.25
Sampark Kranti,82355,2021,5,Bhajji,Bhopal,42,5212.86
Shatabdi Express,82355,2022,2,Tea,Guwahati,47,8306.15
Humsafar Express,12909,2023,10,Coffee,Raipur,12,9598.99
Tejas Express,12301,2021,9,Shikanji,Raipur,74,2872.37
Vande Bharat Express,12001,2023,10,Coffee,Bhopal,44,7875.19
Tejas Express,12001,2022,8,Jhalmuri,Bhopal,45,377.91
Jan Shatabdi Express,82355,2023,12,Ice Cream,Chennai,47,6709.24
Rajdhani Express,12001,2023,6,Momo,Bangalore,48,7339.22
Sampark Kranti,12301,2022,10,Kachori,Guwahati,34,4761.08
Tejas Express,12051,2023,11,Chai,Nagpur,73,1726.47
Suvidha Express,12051,2021,3,Hot Chocolate,Nagpur,22,6102.5
Rajdhani Express,12917,2023,11,Vada Pav,Guwahati,77,8805.49
Tejas Express,12595,2021,2,Pakora,Chandigarh,79,9130.75
Garib Rath,12201,2023,7,Vada Pav,Bangalore,84,7347.9
Jan Shatabdi Express,22119,2023,8,Juice,Kolkata,10,2704.53
Duronto Express,12001,2022,10,Chilled Water,Bangalore,81,8543.66
Vande Bharat Express,12051,2022,1,Shikanji,Amritsar,63,8721.7
Jan Shatabdi Express,22439,2021,6,Juice,Chennai,18,3701.07
Rajdhani Express,12909,2022,7,Chai,Bhubaneswar,45,1927.42
Garib Rath,12595,2022,9,Vada Pav,Nagpur,46,8585.36
Sampark Kranti,12917,2022,12,Chai,Amritsar,68,8685.83
Suvidha Express,12201,2022,3,Kachori,Mumbai,30,1137.38
Vande Bharat Express,12051,2022,2,Samosa,Nagpur,29,9474.06
Vande Bharat Express,12917,2021,5,Momo,Chandigarh,10,5297.4
Jan Shatabdi Express,12595,2021,10,Falooda,Kolkata,68,9731.51
Rajdhani Express,12909,2022,1,Soup,Raipur,37,4449.63
Sampark Kranti,22119,2022,6,Ice Cream,Bangalore,80,5299.35
Shatabdi Express,12051,2021,9,Bhajji,Pune,65,2727.33
Garib Rath,12909,2023,10,Juice,Kochi,18,8819.15
Shatabdi Express,12201,2021,9,Bhutta,Nagpur,74,4437.16
Suvidha Express,12001,2023,7,Hot Chocolate,Chennai,45,8007.38
Sampark Kranti,12595,2022,11,Thukpa,Guwahati,43,933.58
Sampark Kranti,12201,2022,7,Momo,Shimla,90,7753.57
Garib Rath,22119,2021,8,Falooda,Shimla,41,4885.05
Humsafar Express,12909,2022,10,Bhajji,Amritsar,75,218.14
Shatabdi Express,12301,2023,2,Thukpa,Chennai,34,2344.04
Tejas Express,22119,2023,6,Soup,Amritsar,60,2030.88
Vande Bharat Express,82355,2021,5,Jhalmuri,Kochi,72,7402.4
Humsafar Express,12051,2023,5,Thukpa,Guwahati,99,4759.52
Tejas Express,12001,2021,3,Kachori,Ahmedabad,54,1703.49
Rajdhani Express,12595,2021,3,Momo,Amritsar,35,2638.01
Garib Rath,22439,2023,6,Coffee,Guwahati,30,5018.21
Rajdhani Express,12909,2023,12,Pakora,Raipur,91,355.11
Vande Bharat Express,12301,2023,10,Coconut Water,Raipur,60,4248.62
Duronto Express,22439,2023,10,Pakora,Chennai,33,6692.95
Tejas Express,12051,2023,7,Jhalmuri,Mumbai,21,5149.87
Humsafar Express,12051,2023,1,Vada Pav,Shimla,20,5923.25
Tejas Express,12595,2023,3,Aam Panna,Ahmedabad,36,3310.03
Tejas Express,12301,2022,12,Vada Pav,Bhubaneswar,32,1928.33
Garib Rath,12051,2021,1,Shikanji,Chennai,42,7960.47
Rajdhani Express,22439,2021,10,Thukpa,Chennai,89,8883.52
Shatabdi Express,12301,2023,3,Chilled Water,Pune,47,5082.36
Duronto Express,22439,2021,5,Chilled Water,Bhopal,64,3102.34
Garib Rath,22119,2023,9,Bhutta,Kolkata,79,5086.83
Suvidha Express,12201,2022,3,Kachori,Bangalore,51,8627
Garib Rath,12301,2021,10,Jhalmuri,Amritsar,38,6821.41
Vande Bharat Express,12917,2021,10,Jalebi,Kolkata,43,8430.93
Duronto Express,12201,2022,9,Ice Cream,Kochi,66,3326.99
Sampark Kranti,12201,2022,1,Hot Chocolate,Shimla,12,7019.43
Suvidha Express,12301,2022,6,Bhutta,Chennai,15,6452.19
Jan Shatabdi Express,12001,2021,9,Juice,Kochi,57,5668.33
Garib Rath,12051,2021,12,Falooda,Nagpur,73,5250.66
Tejas Express,22119,2022,5,Pakora,Pune,22,5469.67
Shatabdi Express,12001,2022,11,Hot Chocolate,Chandigarh,45,8344.83
Sampark Kranti,12001,2022,10,Bhajji,Kochi,88,8983.24
Garib Rath,12917,2022,2,Juice,Bangalore,79,1252.45
Garib Rath,12909,2022,5,Jalebi,Kochi,42,5640.95
Humsafar Express,12301,2023,1,Falooda,Bhopal,85,9006.48
Humsafar Express,22439,2022,9,Vada Pav,Ahmedabad,66,1463.06
Sampark Kranti,12051,2023,10,Aam Panna,Nagpur,64,4140.17
Rajdhani Express,12001,2021,10,Samosa,Pune,22,1023.55
Humsafar Express,22119,2021,9,Ice Cream,Pune,60,1258.38
Tejas Express,12909,2023,6,Hot Chocolate,Bhubaneswar,62,8868.85
Suvidha Express,12917,2022,11,Aam Panna,Amritsar,45,4460.91
Jan Shatabdi Express,82355,2021,9,Falooda,Raipur,14,6795.74
Duronto Express,12051,2022,3,Thukpa,Bhopal,34,1503.24
Jan Shatabdi Express,82355,2022,4,Tea,Chennai,90,377.34
Jan Shatabdi Express,12201,2023,6,Juice,Bhopal,46,8737.68
Duronto Express,12001,2021,4,Lassi,Mumbai,28,5696.53
Humsafar Express,12595,2021,1,Soup,Chennai,44,358.48
Sampark Kranti,12051,2023,7,Thukpa,Shimla,43,9718.12
Duronto Express,22439,2022,5,Chilled Water,Shimla,63,4903.82
Vande Bharat Express,12909,2022,8,Coffee,Chandigarh,55,4746.76
Rajdhani Express,22119,2021,9,Momo,Pune,15,6142.86
Suvidha Express,12051,2023,5,Shikanji,Bhopal,92,242.17
Shatabdi Express,22439,2023,8,Shikanji,Ahmedabad,10,5644.48
